Temperature(Kelvin),Pressure (Mpa),CaCl2 Concentration (ppm),NaCl Concentration (ppm),KCl Concentration (ppm),MgCl2 Concentration (ppm),CO2 Solubility (mol/kg)
0.72415315,0.154362026,0.083529818,0.681460856,0.999192737,0,0.33620259
0.72415315,0.176607321,0.083529818,0.681460856,0.999192737,0,0.342116057
0.702085402,0.023600339,0.166863566,0,0,0,0.142133315
0.702085402,0.046071475,0.166863566,0,0,0,0.240083653
0.702085402,0.068542611,0.166863566,0,0,0,0.313786866
0.702085402,0.091239588,0.166863566,0,0,0,0.361080178
0.702085402,0.113936565,0.166863566,0,0,0,0.389644124
0.702085402,0.136407701,0.166863566,0,0,0,0.400392222
0.702085402,0.158314236,0.166863566,0,0,0,0.407568763
0.702085402,0.179091568,0.166863566,0,0,0,0.415952684
0.702085402,0.027778389,0.083431783,0.680661058,0,0,0.162734735
0.702085402,0.051717489,0.083431783,0.680661058,0,0,0.256380043
0.702085402,0.074301546,0.083431783,0.680661058,0,0,0.326753704
0.702085402,0.096885602,0.083431783,0.680661058,0,0,0.367019321
0.702085402,0.119243818,0.083431783,0.680661058,0,0,0.388451127
0.702085402,0.140359911,0.083431783,0.680661058,0,0,0.396807297
0.702085402,0.163169808,0.083431783,0.680661058,0,0,0.402783411
0.702085402,0.180898292,0.083431783,0.680661058,0,0,0.413556036
0.702085402,0.023600339,0.083431783,0,0.998020033,0,0.153569266
0.702085402,0.046071475,0.083431783,0,0.998020033,0,0.262211501
0.702085402,0.068768452,0.083431783,0,0.998020033,0,0.346851221
0.702085402,0.091352508,0.083431783,0,0.998020033,0,0.393224598
0.702085402,0.113936565,0.083431783,0,0.998020033,0,0.42554923
0.702085402,0.136407701,0.083431783,0,0.998020033,0,0.436364416
0.702085402,0.158991757,0.083431783,0,0.998020033,0,0.449610482
0.702085402,0.179204488,0.083431783,0,0.998020033,0,0.455641448
0.869800287,0.804347826,0.168719668,0,0,0,0.535496578
0.869800287,0.710526316,0.168719668,0,0,0,0.501587703
0.869800287,0.669336384,0.168719668,0,0,0,0.510057149
0.869800287,0.526315789,0.168719668,0,0,0,0.462131953
0.869800287,0.5,0.168719668,0,0,0,0.464946495
0.869800287,0.343249428,0.168719668,0,0,0,0.408764224
0.869800287,0.339816934,0.168719668,0,0,0,0.408764224
0.869800287,0.175057208,0.168719668,0,0,0,0.305426115
0.869800287,0.170480549,0.168719668,0,0,0,0.310992185
0.869800287,0.088100686,0.168719668,0,0,0,0.189056527
0.869800287,0.086956522,0.168719668,0,0,0,0.167002399
0.869800287,0.02402746,0.168719668,0,0,0,0.073667089
0.869800287,0.02402746,0.168719668,0,0,0,0.073667089
0.770495421,0.715102975,0.649763856,0,0,0,0.189056527
0.770495421,0.633867277,0.649763856,0,0,0,0.191815791
0.770495421,0.600686499,0.649763856,0,0,0,0.191815791
0.770495421,0.520594966,0.649763856,0,0,0,0.180782066
0.770495421,0.493135011,0.649763856,0,0,0,0.183539664
0.770495421,0.364988558,0.649763856,0,0,0,0.167002399
0.770495421,0.359267735,0.649763856,0,0,0,0.164248129
0.770495421,0.186498856,0.649763856,0,0,0,0.139484616
0.770495421,0.184210526,0.649763856,0,0,0,0.142233905
0.770495421,0.084668192,0.649763856,0,0,0,0.101052523
0.770495421,0.083524027,0.649763856,0,0,0,0.098311506
0.770495421,0.017162471,0.649763856,0,0,0,0.024511456
0.770495421,0.017162471,0.649763856,0,0,0,0.024511456
0.770495421,0.686498856,0.380147823,0,0,0,0.324917216
0.770495421,0.654462243,0.380147823,0,0,0,0.322131083
0.770495421,0.526315789,0.380147823,0,0,0,0.29708123
0.770495421,0.519450801,0.380147823,0,0,0,0.294300727
0.770495421,0.33180778,0.380147823,0,0,0,0.269301467
0.770495421,0.322654462,0.380147823,0,0,0,0.266526577
0.770495421,0.18993135,0.380147823,0,0,0,0.236039727
0.770495421,0.188787185,0.380147823,0,0,0,0.241577757
0.770495421,0.083524027,0.380147823,0,0,0,0.164248129
0.770495421,0.083524027,0.380147823,0,0,0,0.158741252
0.770495421,0.026315789,0.380147823,0,0,0,0.059994957
0.770495421,0.025171625,0.380147823,0,0,0,0.059994957
0.825664791,0.720823799,0.649763856,0,0,0,0.194575612
0.825664791,0.600686499,0.649763856,0,0,0,0.191815791
0.825664791,0.459954233,0.649763856,0,0,0,0.172512602
0.825664791,0.445080092,0.649763856,0,0,0,0.175268535
0.825664791,0.443935927,0.649763856,0,0,0,0.175268535
0.825664791,0.298627002,0.649763856,0,0,0,0.158741252
0.825664791,0.272311213,0.649763856,0,0,0,0.142233905
0.825664791,0.267734554,0.649763856,0,0,0,0.147734141
0.825664791,0.176201373,0.649763856,0,0,0,0.133987696
0.825664791,0.172768879,0.649763856,0,0,0,0.128492986
0.825664791,0.086956522,0.649763856,0,0,0,0.090091755
0.825664791,0.084668192,0.649763856,0,0,0,0.08461467
0.769392034,0.709382151,0.168719668,0,0,0,0.532667669
0.769392034,0.669336384,0.168719668,0,0,0,0.510057149
0.769392034,0.510297483,0.168719668,0,0,0,0.464946495
0.769392034,0.487414188,0.168719668,0,0,0,0.470577296
0.769392034,0.375286041,0.168719668,0,0,0,0.436826817
0.769392034,0.354691076,0.168719668,0,0,0,0.42559494
0.769392034,0.186498856,0.168719668,0,0,0,0.366776987
0.769392034,0.185354691,0.168719668,0,0,0,0.366776987
0.769392034,0.07208238,0.168719668,0,0,0,0.227736869
0.769392034,0.070938215,0.168719668,0,0,0,0.222204421
0.769392034,0.018306636,0.168719668,0,0,0,0.073667089
0.769392034,0.018306636,0.168719668,0,0,0,0.070931566
0.825664791,0.741418764,0.380147823,0,0,0,0.338856346
0.825664791,0.656750572,0.380147823,0,0,0,0.324917216
0.825664791,0.647597254,0.380147823,0,0,0,0.319345513
0.825664791,0.33409611,0.380147823,0,0,0,0.272076918
0.825664791,0.33180778,0.380147823,0,0,0,0.266526577
0.825664791,0.194508009,0.380147823,0,0,0,0.227736869
0.825664791,0.193363844,0.380147823,0,0,0,0.23050393
0.825664791,0.162471396,0.380147823,0,0,0,0.202858409
0.825664791,0.162471396,0.380147823,0,0,0,0.202858409
0.825664791,0.104118993,0.380147823,0,0,0,0.158741252
0.825664791,0.100686499,0.380147823,0,0,0,0.161494414
0.825664791,0.026315789,0.380147823,0,0,0,0.049067113
0.825664791,0.026315789,0.380147823,0,0,0,0.04633652
0.869800287,0.760869565,0.649763856,0,0,0,0.202858409
0.869800287,0.583524027,0.649763856,0,0,0,0.189056527
0.869800287,0.565217391,0.649763856,0,0,0,0.178025023
0.869800287,0.535469108,0.649763856,0,0,0,0.167002399
0.869800287,0.514874142,0.649763856,0,0,0,0.172512602
0.869800287,0.345537757,0.649763856,0,0,0,0.158741252
0.869800287,0.338672769,0.649763856,0,0,0,0.158741252
0.869800287,0.171624714,0.649763856,0,0,0,0.123000483
0.869800287,0.169336384,0.649763856,0,0,0,0.123000483
0.869800287,0.097254005,0.649763856,0,0,0,0.08461467
0.869800287,0.094965675,0.649763856,0,0,0,0.08461467
0.825664791,0.707093822,0.168719668,0,0,0,0.515706324
0.825664791,0.657894737,0.168719668,0,0,0,0.512881449
0.825664791,0.57208238,0.168719668,0,0,0,0.481845774
0.825664791,0.450800915,0.168719668,0,0,0,0.464946495
0.825664791,0.434782609,0.168719668,0,0,0,0.456504587
0.825664791,0.402745995,0.168719668,0,0,0,0.439636213
0.825664791,0.398169336,0.168719668,0,0,0,0.448067828
0.825664791,0.327231121,0.168719668,0,0,0,0.419982422
0.825664791,0.327231121,0.168719668,0,0,0,0.405961098
0.825664791,0.243707094,0.168719668,0,0,0,0.386355133
0.825664791,0.243707094,0.168719668,0,0,0,0.372367908
0.825664791,0.137299771,0.168719668,0,0,0,0.310992185
0.825664791,0.137299771,0.168719668,0,0,0,0.308208868
0.825664791,0.064073227,0.168719668,0,0,0,0.222204421
0.825664791,0.019450801,0.168719668,0,0,0,0.059994957
0.825664791,0.019450801,0.168719668,0,0,0,0.057262175
0.869800287,0.754004577,0.380147823,0,0,0,0.316560507
0.869800287,0.727688787,0.380147823,0,0,0,0.316560507
0.869800287,0.688787185,0.380147823,0,0,0,0.322131083
0.869800287,0.578947368,0.380147823,0,0,0,0.310992185
0.869800287,0.561784897,0.380147823,0,0,0,0.302643924
0.869800287,0.530892449,0.380147823,0,0,0,0.302643924
0.869800287,0.322654462,0.380147823,0,0,0,0.258205266
0.869800287,0.320366133,0.380147823,0,0,0,0.258205266
0.869800287,0.171624714,0.380147823,0,0,0,0.20009692
0.869800287,0.171624714,0.380147823,0,0,0,0.20009692
0.869800287,0.07208238,0.380147823,0,0,0,0.106536208
0.869800287,0.07208238,0.380147823,0,0,0,0.106536208
0.869800287,0.028604119,0.380147823,0,0,0,0.051798253
0.869800287,0.028604119,0.380147823,0,0,0,0.04633652
0.867593512,1,0.168719668,0,0,0,0.58935567
0.867593512,0.949656751,0.168719668,0,0,0,0.61209579
0.867593512,0.749427918,0.168719668,0,0,0,0.54964978
0.867593512,0.735697941,0.168719668,0,0,0,0.541156126
0.867593512,0.562929062,0.168719668,0,0,0,0.510057149
0.867593512,0.549199085,0.168719668,0,0,0,0.49594428
0.867593512,0.363844394,0.168719668,0,0,0,0.439636213
0.867593512,0.353546911,0.168719668,0,0,0,0.422788396
0.867593512,0.178489703,0.168719668,0,0,0,0.341645866
0.867593512,0.178489703,0.168719668,0,0,0,0.319345513
0.867593512,0.084668192,0.168719668,0,0,0,0.224970366
0.867593512,0.083524027,0.168719668,0,0,0,0.194575612
0.867593512,0.032036613,0.168719668,0,0,0,0.081876951
0.867593512,0.032036613,0.168719668,0,0,0,0.081876951
